	gene_id	gene_name	open_S0	open_S1	open_S2
834	ENSMUSG00000048930	Tada3	0.38	0.5925	0.6875
835	ENSMUSG00000079560	Hoxa3	0.0975	0.135	0.2125
836	ENSMUSG00000030269	Mtmr14	0.275	0.3625	0.3525
837	ENSMUSG00000033735	Spr	0.2875	0.3225	0.3725
838	ENSMUSG00000030168	Adipor2	0.1	0.085	0.065
839	ENSMUSG00000030095	Tmem43	0.3905	0.622	0.7745
840	ENSMUSG00000003031	Cdkn1b	0.375	0.555	0.725
841	ENSMUSG00000029775	Klhdc10	0.27	0.33	0.365
842	ENSMUSG00000023089	Ndufa5	0.115	0.3375	0.4175
843	ENSMUSG00000030264	Thumpd3	0.3125	0.365	0.3575
844	ENSMUSG00000091625	Lsm5	0.065	0.1875	0.2375
845	ENSMUSG00000013736	Trnt1	0.0625	0.2575	0.2825
846	ENSMUSG00000029629	Phf14	0.0	0.0825	0.25
847	ENSMUSG00000030327	Necap1	0.0725	0.1225	0.2875
848	ENSMUSG00000004631	Sgce	0.0925	0.328	0.3125
849	ENSMUSG00000038456	Dennd2a	0.2675	0.365	0.395
850	ENSMUSG00000030161	Gabarapl1	0.0925	0.3525	0.38
851	ENSMUSG00000015112	Slc25a13	0.32	0.3525	0.3925
852	ENSMUSG00000030286	Emc3	0.1	0.1875	0.2375
853	ENSMUSG00000029838	Ptn	0.14	0.37	0.4975
854	ENSMUSG00000029776	Hibadh	0.275	0.3475	0.405
855	ENSMUSG00000030037	Mrpl53	0.295	0.445	0.4225
856	ENSMUSG00000030067	Foxp1	0.2535	0.4885	0.5575
857	ENSMUSG00000029910	Mad2l1	0.2925	0.3925	0.435
858	ENSMUSG00000053119	Chmp3	0.1725	0.195	0.2625
859	ENSMUSG00000035357	Pdzrn3	0.0	0.1875	0.275
860	ENSMUSG00000030091	Nup210	0.13	0.1675	0.1975
861	ENSMUSG00000029860	Zyx	0.3425	0.42	0.53
862	ENSMUSG00000030316	Tamm41	0.15	0.1275	0.1475
863	ENSMUSG00000029782	Tmem209	0.19	0.3625	0.2825
864	ENSMUSG00000037788	Vopp1	0.0	0.1975	0.255
865	ENSMUSG00000030002	Dusp11	0.095	0.4475	0.5225
866	ENSMUSG00000068329	Htra2	0.42	0.535	0.6075
867	ENSMUSG00000029761	Cald1	0.235	0.1825	0.3625
868	ENSMUSG00000058440	Nrf1	0.0	0.1375	0.302
869	ENSMUSG00000001632	Brpf1	0.4425	0.7965	0.7925
870	ENSMUSG00000040649	Rimklb	0.0	0.0	0.0
871	ENSMUSG00000034648	Lrrn1	0.05	0.3095	0.32
872	ENSMUSG00000004270	Lpcat3	0.3875	0.475	0.51
873	ENSMUSG00000030083	Abtb1	0.2325	0.5805	0.6155
874	ENSMUSG00000040234	Tm7sf3	0.1975	0.34	0.325
875	ENSMUSG00000030291	Med21	0.1975	0.34	0.325
876	ENSMUSG00000030036	Mogs	0.22	0.395	0.44
877	ENSMUSG00000071226	Cecr2	0.235	0.3475	0.435
878	ENSMUSG00000003500	Impdh1	0.2025	0.377	0.3675
879	ENSMUSG00000038346	Zfp384	0.155	0.1825	0.425
880	ENSMUSG00000061436	Hipk2	0.2325	0.294	0.4415
881	ENSMUSG00000045095	Magi1	0.26	0.4575	0.4655
882	ENSMUSG00000040250	Ints13	0.2625	0.56	0.605
883	ENSMUSG00000043131	Mob1a	0.13	0.315	0.32
884	ENSMUSG00000004263	Atn1	0.0	0.0	0.065
885	ENSMUSG00000029769	Ccdc136	0.25	0.3675	0.4525
886	ENSMUSG00000030231	Plekha5	0.065	0.2175	0.19
887	ENSMUSG00000002222	Rmnd5a	0.283	0.418	0.488
888	ENSMUSG00000051256	Jagn1	0.2375	0.2825	0.33
889	ENSMUSG00000055239	Kcmf1	0.1325	0.175	0.175
890	ENSMUSG00000038388	Mpp6	0.04	0.3075	0.394
891	ENSMUSG00000030086	Chchd6	0.1525	0.275	0.2775
892	ENSMUSG00000029863	Casp2	0.0475	0.27	0.2975
893	ENSMUSG00000025702	Marchf8	0.04	0.1775	0.1375
894	ENSMUSG00000040029	Ipo8	0.145	0.2675	0.37
895	ENSMUSG00000001521	Tulp3	0.1325	0.34	0.3975
896	ENSMUSG00000004267	Eno2	0.185	0.455	0.4725
897	ENSMUSG00000000439	Mkrn2	0.0	0.2525	0.355
898	ENSMUSG00000039347	Atp6v0e2	0.1075	0.1275	0.43
899	ENSMUSG00000058979	Hdhd5	0.1125	0.3525	0.3575
900	ENSMUSG00000038301	Snx10	0.1575	0.1625	0.1825
901	ENSMUSG00000059689	Zfp637	0.14	0.3	0.3425
902	ENSMUSG00000063694	Cycs	0.21	0.455	0.4575
903	ENSMUSG00000032712	Resf1	0.0475	0.0525	0.235
904	ENSMUSG00000030352	Tspan9	0.4395	0.52	0.41
905	ENSMUSG00000045896	Paip2b	0.3075	0.36	0.39
906	ENSMUSG00000030019	Fbxl14	0.197	0.3795	0.4875
907	ENSMUSG00000030029	Lrig1	0.16	0.24	0.43
908	ENSMUSG00000042810	Krba1	0.225	0.5185	0.5835
909	ENSMUSG00000030000	Add2	0.2335	0.2575	0.331
910	ENSMUSG00000030245	Golt1b	0.0475	0.1425	0.2675
911	ENSMUSG00000030350	Prmt8	0.085	0.385	0.295
912	ENSMUSG00000029661	Col1a2	0.18	0.385	0.295
913	ENSMUSG00000059878	Zfp422	0.0925	0.2025	0.1925
914	ENSMUSG00000030346	Rad51ap1	0.095	0.425	0.4795
915	ENSMUSG00000038538	Ubn2	0.253	0.448	0.368
916	ENSMUSG00000040242	Fgfr1op2	0.2225	0.4695	0.482
917	ENSMUSG00000000942	Hoxa4	0.0475	0.4375	0.405
918	ENSMUSG00000051586	Mical3	0.345	0.465	0.455
919	ENSMUSG00000054226	Tprkb	0.0	0.0	0.0
920	ENSMUSG00000014748	Tex261	0.1825	0.36	0.4075
921	ENSMUSG00000030201	Lrp6	0.1225	0.1165	0.22
922	ENSMUSG00000009112	Bcl2l13	0.21	0.3475	0.2025
923	ENSMUSG00000030064	Frmd4b	0.1525	0.3775	0.525
924	ENSMUSG00000030265	Kras	0.1045	0.152	0.217
925	ENSMUSG00000030335	Mrpl51	0.29	0.5035	0.516
926	ENSMUSG00000029844	Hoxa1	0.132	0.547	0.607
927	ENSMUSG00000034744	Nagk	0.3125	0.365	0.5375
928	ENSMUSG00000056429	Tgoln1	0.21	0.3175	0.4175
929	ENSMUSG00000005362	Crbn	0.12	0.36	0.4025
930	ENSMUSG00000030117	Gdf3	0.2755	0.2025	0.1575
931	ENSMUSG00000052852	Reep1	0.1375	0.2575	0.1775
932	ENSMUSG00000056952	Tatdn2	0.085	0.2125	0.3105
933	ENSMUSG00000029924	Slc37a3	0.12	0.27	0.2625
934	ENSMUSG00000030042	Pole4	0.0	0.0	0.055
935	ENSMUSG00000034832	Tet3	0.0	0.0	0.095
936	ENSMUSG00000030232	Aebp2	0.145	0.11	0.0825
937	ENSMUSG00000030213	Atf7ip	0.0	0.0	0.0
938	ENSMUSG00000030284	Creld1	0.655	0.6325	0.781
939	ENSMUSG00000004446	Bid	0.2025	0.3175	0.1975
940	ENSMUSG00000071477	Zfp777	0.0	0.1775	0.19
941	ENSMUSG00000001518	Itfg2	0.1225	0.275	0.2925
942	ENSMUSG00000052144	Ppp4r2	0.1025	0.13	0.205
943	ENSMUSG00000016487	Ppfibp1	0.0	0.1525	0.165
944	ENSMUSG00000039159	Ube2h	0.0	0.13	0.1025
945	ENSMUSG00000030208	Emp1	0.22	0.1475	0.2275
946	ENSMUSG00000061838	Suclg2	0.12	0.19	0.2675
947	ENSMUSG00000030243	Recql	0.0475	0.1425	0.2675
948	ENSMUSG00000030105	Arl8b	0.125	0.27	0.315
949	ENSMUSG00000030180	Kdm5a	0.45	0.59	0.655
950	ENSMUSG00000030319	Cand2	0.055	0.155	0.175
951	ENSMUSG00000034023	Fancd2	0.1	0.1875	0.2375
952	ENSMUSG00000038871	Bpgm	0.225	0.3825	0.42
953	ENSMUSG00000030103	Bhlhe40	0.0725	0.385	0.4
954	ENSMUSG00000014550	Rbsn	0.235	0.26	0.44
955	ENSMUSG00000001376	Vps50	0.1625	0.25	0.2125
956	ENSMUSG00000052751	Repin1	0.3025	0.36	0.5275
957	ENSMUSG00000042770	Hebp1	0.24	0.2375	0.3875
958	ENSMUSG00000019689	Fmc1	0.125	0.3975	0.325
959	ENSMUSG00000002871	Tpra1	0.215	0.495	0.5975
960	ENSMUSG00000029552	Tes	0.0675	0.195	0.4325
961	ENSMUSG00000072872	Rybp	0.111	0.1885	0.196
962	ENSMUSG00000030177	Ccdc77	0.45	0.58	0.655
963	ENSMUSG00000029676	Pot1a	0.08	0.2625	0.27
964	ENSMUSG00000033216	Eefsec	0.0455	0.215	0.213
965	ENSMUSG00000032641	Gpr19	0.215	0.3225	0.355
966	ENSMUSG00000057691	Zfp746	0.0475	0.1625	0.27
967	ENSMUSG00000058486	Wdr91	0.0	0.2725	0.22
968	ENSMUSG00000030309	Caprin2	0.195	0.3	0.385
969	ENSMUSG00000001157	Gmcl1	0.1125	0.385	0.405
970	ENSMUSG00000053012	Krcc1	0.1875	0.3025	0.3225
971	ENSMUSG00000034312	Iqsec1	0.139	0.329	0.419
972	ENSMUSG00000029992	Gfpt1	0.11	0.43	0.4825
973	ENSMUSG00000029780	Nt5c3	0.0825	0.165	0.2425
974	ENSMUSG00000029672	Fam3c	0.05	0.125	0.1425
975	ENSMUSG00000031668	Eif2ak3	0.2025	0.4475	0.555
976	ENSMUSG00000029787	Avl9	0.205	0.285	0.365
977	ENSMUSG00000062190	Lancl2	0.1375	0.2675	0.345
978	ENSMUSG00000032827	Ppp1r9a	0.1475	0.2325	0.335
979	ENSMUSG00000068699	Flnc	0.341	0.3575	0.56
980	ENSMUSG00000019124	Scrn1	0.3625	0.33	0.515
981	ENSMUSG00000069678	Pcgf1	0.3225	0.5175	0.5475
982	ENSMUSG00000023191	P3h3	0.1225	0.1475	0.135
983	ENSMUSG00000014704	Hoxa2	0.2215	0.535	0.6475
984	ENSMUSG00000060032	H2aj	0.165	0.365	0.5
985	ENSMUSG00000034245	Hdac11	0.225	0.275	0.315
986	ENSMUSG00000033933	Vhl	0.0	0.22	0.38
987	ENSMUSG00000014554	Dguok	0.285	0.3475	0.3275
988	ENSMUSG00000005893	Nr2c2	0.158	0.298	0.3655
989	ENSMUSG00000029918	Mrps33	0.1125	0.225	0.2325
990	ENSMUSG00000030022	Adamts9	0.0475	0.3795	0.5
991	ENSMUSG00000029684	Wasl	0.145	0.3275	0.4295
992	ENSMUSG00000029534	St7	0.0	0.0	0.0
993	ENSMUSG00000063063	Ctnna2	0.0775	0.145	0.2725
994	ENSMUSG00000033769	Exoc6b	0.08	0.13	0.3275
995	ENSMUSG00000030315	Vgll4	0.0975	0.215	0.355
996	ENSMUSG00000029815	Malsu1	0.2975	0.4125	0.3825
997	ENSMUSG00000029802	Abcg2	0.0	0.0	0.0
998	ENSMUSG00000042389	Tsen2	0.2425	0.2825	0.2725
999	ENSMUSG00000030166	Rad52	0.1825	0.2125	0.3425
1000	ENSMUSG00000035125	Gcfc2	0.16	0.24	0.37
1001	ENSMUSG00000059486	Kbtbd2	0.13	0.185	0.33
1002	ENSMUSG00000030094	Xpc	0.2025	0.34	0.32
1003	ENSMUSG00000057230	Aak1	0.355	0.4975	0.58
1004	ENSMUSG00000029810	Tmem176b	0.17	0.28	0.5375
1005	ENSMUSG00000015189	Casd1	0.155	0.145	0.1775
1006	ENSMUSG00000030104	Edem1	0.16	0.231	0.2835
1007	ENSMUSG00000002413	Braf	0.1175	0.17	0.225
1008	ENSMUSG00000032757	Bet1	0.065	0.2225	0.1925
1009	ENSMUSG00000030056	Isy1	0.105	0.2225	0.2675
1010	ENSMUSG00000073096	Lrrc61	0.195	0.3025	0.325
1011	ENSMUSG00000008153	Clstn3	0.1075	0.36	0.385
1012	ENSMUSG00000030203	Dusp16	0.0475	0.1925	0.2625
1013	ENSMUSG00000030045	Mrpl19	0.2125	0.3875	0.29
1014	ENSMUSG00000050732	Vamp8	0.5325	0.5375	0.54
1015	ENSMUSG00000038271	Iffo1	0.355	0.565	0.5865
1016	ENSMUSG00000030172	Erc1	0.13	0.105	0.358
1017	ENSMUSG00000030254	Rad18	0.0375	0.19	0.2225
1018	ENSMUSG00000030207	Fam234b	0.24	0.2375	0.406
1019	ENSMUSG00000055912	Tmem150a	0.4165	0.414	0.52
1020	ENSMUSG00000067702	Tuba3a	0.0	0.045	0.045
1021	ENSMUSG00000038028	Tigar	0.1525	0.343	0.3055
1022	ENSMUSG00000055799	Tcf7l1	0.3645	0.4395	0.552
1023	ENSMUSG00000037997	Parp11	0.0	0.0	0.045
1024	ENSMUSG00000030102	Itpr1	0.1225	0.6125	0.625
1025	ENSMUSG00000008540	Mgst1	0.14	0.145	0.1885
1026	ENSMUSG00000038784	Cnot4	0.435	0.565	0.562
1027	ENSMUSG00000025821	Zfp282	0.21	0.2425	0.3325
1028	ENSMUSG00000057716	Tmem178b	0.295	0.436	0.6835
1029	ENSMUSG00000047749	Zc3hav1l	0.1725	0.175	0.3175
1030	ENSMUSG00000063455	D630045J12Rik	0.1525	0.235	0.1945
1031	ENSMUSG00000029916	Agk	0.0	0.3075	0.2375
1032	ENSMUSG00000052419	2610001J05Rik	0.0925	0.1675	0.12
1033	ENSMUSG00000030059	Tmf1	0.1675	0.37	0.415
1034	ENSMUSG00000029994	Anxa4	0.1825	0.22	0.4225
1035	ENSMUSG00000051169	Rpusd3	0.4425	0.49	0.525
1036	ENSMUSG00000030271	Ogg1	0.4325	0.64	0.6225
1037	ENSMUSG00000056468	5730596B20Rik	0.3	0.518	0.545
1038	ENSMUSG00000034994	Eef2	0.3495	0.6195	0.647
1039	ENSMUSG00000063457	Rps15	0.22	0.3725	0.488
1040	ENSMUSG00000093674	Rpl41	0.235	0.265	0.38
1041	ENSMUSG00000025362	Rps26	0.13	0.3725	0.3125
1042	ENSMUSG00000025393	Atp5b	0.165	0.5375	0.45
1043	ENSMUSG00000033307	Mif	0.1575	0.3325	0.405
1044	ENSMUSG00000061983	Rps12	0.12	0.475	0.6525
1045	ENSMUSG00000006728	Cdk4	0.3885	0.5935	0.646
1046	ENSMUSG00000035242	Oaz1	0.16	0.22	0.2975
1047	ENSMUSG00000034024	Cct2	0.2325	0.45	0.4175
1048	ENSMUSG00000061315	Naca	0.194	0.429	0.469
1049	ENSMUSG00000023175	Bsg	0.0775	0.0825	0.175
1050	ENSMUSG00000061904	Slc25a3	0.2225	0.2775	0.31
1051	ENSMUSG00000075706	Gpx4	0.3075	0.1075	0.0
1052	ENSMUSG00000006498	Ptbp1	0.355	0.52	0.7675
1053	ENSMUSG00000004667	Polr2e	0.11	0.255	0.36
1054	ENSMUSG00000020307	Cdc34	0.225	0.1875	0.5
1055	ENSMUSG00000047139	Cd24a	0.05	0.351	0.275
1056	ENSMUSG00000020163	Uqcr11	0.1075	0.5175	0.545
1057	ENSMUSG00000003072	Atp5d	0.2075	0.16	0.5025
1058	ENSMUSG00000054452	Tle5	0.1125	0.045	0.055
1059	ENSMUSG00000020048	Hsp90b1	0.3515	0.616	0.81
1060	ENSMUSG00000049422	Chchd10	0.21	0.1035	0.1675
1061	ENSMUSG00000090841	Myl6	0.2045	0.3675	0.58
1062	ENSMUSG00000004207	Psap	0.07	0.2175	0.28
1063	ENSMUSG00000005683	Cs	0.255	0.325	0.3475
1064	ENSMUSG00000025410	Dctn2	0.1425	0.3625	0.3875
1065	ENSMUSG00000025364	Pa2g4	0.4325	0.7375	0.8025
1066	ENSMUSG00000038587	Akap12	0.376	0.385	0.711
1067	ENSMUSG00000058799	Nap1l1	0.09	0.1925	0.265
1068	ENSMUSG00000091086	Rpl6l	0.0	0.0	0.0
1069	ENSMUSG00000069565	Dazap1	0.4745	0.5555	0.745
1070	ENSMUSG00000000902	Smarcb1	0.31	0.62	0.655
1071	ENSMUSG00000040415	Dtx3	0.1925	0.475	0.345
1072	ENSMUSG00000035621	Midn	0.255	0.5875	0.6275
1073	ENSMUSG00000019961	Tmpo	0.1075	0.405	0.5875
1074	ENSMUSG00000045193	Cirbp	0.25	0.31	0.5125
1075	ENSMUSG00000020186	Csrp2	0.355	0.4275	0.535
1076	ENSMUSG00000061032	Rrp1	0.0425	0.41	0.375
1077	ENSMUSG00000025351	Cd63	0.2165	0.0	0.0
1078	ENSMUSG00000020167	Tcf3	0.0	0.2175	0.195
1079	ENSMUSG00000025403	Shmt2	0.1775	0.1725	0.35
1080	ENSMUSG00000019923	Zwint	0.11	0.2675	0.3475
1081	ENSMUSG00000069662	Marcks	0.0	0.163	0.365
1082	ENSMUSG00000025381	Cnpy2	0.2975	0.5685	0.406
1083	ENSMUSG00000071072	Ptges3	0.2475	0.285	0.46
1084	ENSMUSG00000003345	Csnk1g2	0.3305	0.4525	0.518
1085	ENSMUSG00000019777	Hdac2	0.105	0.28	0.4525
1086	ENSMUSG00000020250	Txnrd1	0.0	0.05	0.0425
1087	ENSMUSG00000020089	Ppa1	0.135	0.3225	0.3975
1088	ENSMUSG00000004937	Sgta	0.1675	0.225	0.21
1089	ENSMUSG00000019874	Fabp7	0.07	0.16	0.233
1090	ENSMUSG00000035027	Map2k2	0.25	0.375	0.4875
1091	ENSMUSG00000055531	Cpsf6	0.0	0.0	0.0
1092	ENSMUSG00000001435	Col18a1	0.359	0.4265	0.5015
1093	ENSMUSG00000020075	Ddx21	0.2675	0.5325	0.4925
1094	ENSMUSG00000001783	Rtcb	0.04	0.14	0.165
1095	ENSMUSG00000019804	Snx3	0.125	0.319	0.464
1096	ENSMUSG00000035835	Plppr3	0.0925	0.0675	0.1215
1097	ENSMUSG00000020277	Pfkl	0.305	0.3875	0.439
1098	ENSMUSG00000040354	Mars1	0.2975	0.42	0.36
1099	ENSMUSG00000046841	Ckap4	0.3545	0.3495	0.297
1100	ENSMUSG00000020153	Ndufs7	0.1575	0.365	0.46
1101	ENSMUSG00000074748	Atxn7l3b	0.08	0.165	0.33
1102	ENSMUSG00000020091	Eif4ebp2	0.0	0.2625	0.3025
1103	ENSMUSG00000037608	Bclaf1	0.25	0.405	0.6025
1104	ENSMUSG00000035215	Lsm7	0.1825	0.3775	0.4125
1105	ENSMUSG00000020086	Macroh2a2	0.192	0.462	0.5295
1106	ENSMUSG00000062981	Mrpl42	0.2175	0.225	0.32
1107	ENSMUSG00000069601	Ank3	0.1375	0.3775	0.3925
1108	ENSMUSG00000040054	Baz2a	0.2725	0.325	0.595
1109	ENSMUSG00000020238	Ncln	0.325	0.4595	0.5675
1110	ENSMUSG00000020265	Sumo3	0.17	0.3275	0.325
1111	ENSMUSG00000025374	Nabp2	0.3395	0.5245	0.6095
1112	ENSMUSG00000019877	Serinc1	0.115	0.3125	0.2775
1113	ENSMUSG00000064030	Pym1	0.3225	0.52	0.6185
1114	ENSMUSG00000035863	Palm	0.08	0.2775	0.2825
1115	ENSMUSG00000020198	Ap3d1	0.3975	0.44	0.39
1116	ENSMUSG00000035781	R3hdm4	0.1	0.3315	0.4315
1117	ENSMUSG00000020108	Ddit4	0.3335	0.6535	0.8735
1118	ENSMUSG00000004929	Thop1	0.1625	0.205	0.275
1119	ENSMUSG00000019970	Sgk1	0.065	0.205	0.2625
1120	ENSMUSG00000020088	Sar1a	0.095	0.2925	0.2975
1121	ENSMUSG00000020235	Fzr1	0.1575	0.2425	0.26
1122	ENSMUSG00000005054	Cstb	0.2285	0.3685	0.43
1123	ENSMUSG00000013858	Tmem259	0.295	0.355	0.4525
1124	ENSMUSG00000020219	Timm13	0.371	0.445	0.615
1125	ENSMUSG00000061589	Dot1l	0.0	0.05	0.1375
1126	ENSMUSG00000036112	Metap2	0.0	0.0	0.0
1127	ENSMUSG00000004665	Cnn2	0.2675	0.435	0.4275
1128	ENSMUSG00000019942	Cdk1	0.18	0.3375	0.494
1129	ENSMUSG00000034902	Pip5k1c	0.135	0.415	0.4975
1130	ENSMUSG00000025369	Smarcc2	0.04	0.2655	0.2855
1131	ENSMUSG00000019849	Prep	0.2	0.185	0.39
1132	ENSMUSG00000001666	Ddt	0.255	0.2575	0.4075
1133	ENSMUSG00000020114	Cand1	0.0855	0.283	0.3355
1134	ENSMUSG00000050953	Gja1	0.0	0.2875	0.2325
1135	ENSMUSG00000034781	Gna11	0.1375	0.3825	0.285
1136	ENSMUSG00000090247	Bloc1s1	0.248	0.2655	0.323
1137	ENSMUSG00000020069	Hnrnph3	0.2525	0.48	0.7295
1138	ENSMUSG00000020022	Ndufa12	0.1475	0.2625	0.2675
1139	ENSMUSG00000015889	Lta4h	0.0	0.243	0.293
1140	ENSMUSG00000003068	Stk11	0.138	0.3775	0.4605
1141	ENSMUSG00000019467	Arhgef25	0.2575	0.3925	0.51
1142	ENSMUSG00000020184	Mdm2	0.1225	0.165	0.2775
1143	ENSMUSG00000020180	Snrpd3	0.225	0.465	0.645
1144	ENSMUSG00000042570	Mier2	0.08	0.1475	0.2125
1145	ENSMUSG00000047146	Tet1	0.0	0.0	0.0
1146	ENSMUSG00000020171	Yeats4	0.1825	0.2675	0.345
1147	ENSMUSG00000019817	Plagl1	0.0925	0.155	0.1025
1148	ENSMUSG00000003344	Btbd2	0.0475	0.0875	0.14
1149	ENSMUSG00000020211	Sf3a2	0.2075	0.653	0.663
1150	ENSMUSG00000019854	Reps1	0.085	0.1725	0.2225
1151	ENSMUSG00000003346	Abhd17a	0.1925	0.465	0.53
1152	ENSMUSG00000035890	Rnf126	0.285	0.508	0.512
1153	ENSMUSG00000019977	Hbs1l	0.2425	0.3725	0.385
1154	ENSMUSG00000020029	Nudt4	0.1025	0.2475	0.3075
1155	ENSMUSG00000040521	Tsfm	0.06	0.1945	0.265
1156	ENSMUSG00000020166	Cnot2	0.05	0.16	0.2775
1157	ENSMUSG00000019818	Cd164	0.1175	0.4	0.49
1158	ENSMUSG00000019795	Pcmt1	0.165	0.2375	0.3625
1159	ENSMUSG00000019782	Rwdd1	0.1215	0.2975	0.459
1160	ENSMUSG00000020135	Apc2	0.2525	0.31	0.3925
1161	ENSMUSG00000035478	Mbd3	0.205	0.4675	0.542
1162	ENSMUSG00000078429	Ctdsp2	0.0575	0.0975	0.28
1163	ENSMUSG00000020232	Hmg20b	0.2355	0.338	0.3955
1164	ENSMUSG00000078427	Sarnp	0.075	0.0	0.0
1165	ENSMUSG00000025358	Cdk2	0.12	0.27	0.555
1166	ENSMUSG00000035640	Cbarp	0.0525	0.2	0.19
1167	ENSMUSG00000035278	Plekhj1	0.13	0.685	0.6625
1168	ENSMUSG00000052798	Nup107	0.1325	0.377	0.43
1169	ENSMUSG00000040249	Lrp1	0.22	0.195	0.3185
1170	ENSMUSG00000019868	Vta1	0.06	0.2775	0.2525
1171	ENSMUSG00000025366	Esyt1	0.4575	0.6575	0.6075
1172	ENSMUSG00000044475	Ascc1	0.0475	0.25	0.5025
1173	ENSMUSG00000001785	Pwp1	0.0	0.0	0.08
1174	ENSMUSG00000015755	Tab2	0.0925	0.133	0.1855
1175	ENSMUSG00000039994	Timeless	0.1875	0.335	0.3025
1176	ENSMUSG00000020097	Sgpl1	0.11	0.2065	0.2775
1177	ENSMUSG00000040675	Mthfd1l	0.3825	0.49	0.5425
1178	ENSMUSG00000078440	Dohh	0.3	0.4575	0.445
1179	ENSMUSG00000034667	Xpot	0.1625	0.21	0.422
1180	ENSMUSG00000047417	Rexo1	0.1375	0.445	0.4925
1181	ENSMUSG00000035351	Nup37	0.085	0.19	0.3525
1182	ENSMUSG00000020027	Socs2	0.345	0.5625	0.657
1183	ENSMUSG00000037876	Jmjd1c	0.064	0.129	0.189
1184	ENSMUSG00000037710	Cisd1	0.0	0.2375	0.325
1185	ENSMUSG00000019907	Ppp1r12a	0.0	0.2555	0.423
1186	ENSMUSG00000019960	Dusp6	0.225	0.5875	0.777
1187	ENSMUSG00000034932	Mrpl54	0.125	0.1875	0.185
1188	ENSMUSG00000003226	Ranbp2	0.105	0.2075	0.2075
1189	ENSMUSG00000040034	Nup43	0.19	0.3125	0.445
1190	ENSMUSG00000020018	Snrpf	0.1125	0.2125	0.24
1191	ENSMUSG00000004934	Pias4	0.1335	0.3485	0.3285
1192	ENSMUSG00000020074	Ccar1	0.06	0.4125	0.4625
1193	ENSMUSG00000062075	Lmnb2	0.2875	0.3375	0.455
1194	ENSMUSG00000006736	Tspan31	0.105	0.375	0.4775
1195	ENSMUSG00000034707	Gns	0.105	0.309	0.6325
1196	ENSMUSG00000034674	Tdg	0.09	0.215	0.2525
1197	ENSMUSG00000039910	Cited2	0.37	0.662	0.83
1198	ENSMUSG00000019916	P4ha1	0.1775	0.3975	0.52
1199	ENSMUSG00000009291	Pttg1ip	0.1225	0.3575	0.405
1200	ENSMUSG00000025395	Prim1	0.175	0.205	0.17
1201	ENSMUSG00000078453	Abracl	0.254	0.3875	0.5115
1202	ENSMUSG00000020077	Srgn	0.065	0.0675	0.105
1203	ENSMUSG00000020196	Cabin1	0.05	0.265	0.505
1204	ENSMUSG00000019773	Fbxo5	0.3	0.505	0.62
1205	ENSMUSG00000056758	Hmga2	0.2565	0.454	0.5175
1206	ENSMUSG00000035754	Wdr18	0.1125	0.3375	0.2175
1207	ENSMUSG00000019997	Ccn2	0.13	0.2975	0.335
1208	ENSMUSG00000020225	Tmbim4	0.3	0.49	0.46
1209	ENSMUSG00000020156	Pwwp3a	0.1425	0.23	0.2775
1210	ENSMUSG00000001150	Mcm3ap	0.2125	0.23	0.305
1211	ENSMUSG00000019927	Ube2d1	0.1325	0.2825	0.2805
1212	ENSMUSG00000009293	Ube2g2	0.0475	0.2015	0.2615
1213	ENSMUSG00000025404	R3hdm2	0.04	0.105	0.1175
1214	ENSMUSG00000020260	Pofut2	0.235	0.3475	0.4425
1215	ENSMUSG00000019978	Epb41l2	0.0475	0.105	0.1575
1216	ENSMUSG00000019843	Fyn	0.11	0.1225	0.1325
1217	ENSMUSG00000047514	Tspyl1	0.1825	0.4875	0.589
1218	ENSMUSG00000033105	Lss	0.2225	0.3225	0.3325
1219	ENSMUSG00000074657	Kif5a	0.199	0.1925	0.305
1220	ENSMUSG00000074781	Ube2n	0.0475	0.1275	0.34
1221	ENSMUSG00000056366	Fabp3-ps1	0.0	0.0015	0.065
1222	ENSMUSG00000039485	Tspyl4	0.1825	0.3375	0.5025
1223	ENSMUSG00000058297	Spock2	0.1375	0.4325	0.5685
1224	ENSMUSG00000020092	Pald1	0.2175	0.3875	0.4655
1225	ENSMUSG00000019878	Hsf2	0.0525	0.1475	0.2665
1226	ENSMUSG00000005682	Pan2	0.09	0.2875	0.36
1227	ENSMUSG00000019794	Katna1	0.1	0.0975	0.2225
1228	ENSMUSG00000000711	Rab5b	0.28	0.395	0.4075
1229	ENSMUSG00000019814	Ltv1	0.2325	0.2525	0.305
1230	ENSMUSG00000004356	Utp20	0.105	0.24	0.2225
1231	ENSMUSG00000020224	Llph	0.2175	0.43	0.3825
1232	ENSMUSG00000060904	Arl1	0.1575	0.403	0.413
1233	ENSMUSG00000014498	Ankrd52	0.319	0.344	0.439
1234	ENSMUSG00000069622	Gm10273	0.0	0.0	0.0
1235	ENSMUSG00000020124	Usp15	0.0425	0.235	0.3025
1236	ENSMUSG00000038510	Rpf2	0.1225	0.135	0.21
1237	ENSMUSG00000048696	Mex3d	0.181	0.2585	0.381
1238	ENSMUSG00000000901	Mmp11	0.4175	0.475	0.525
1239	ENSMUSG00000075232	Amd1	0.284	0.444	0.4365
1240	ENSMUSG00000040462	Os9	0.25	0.2825	0.515
1241	ENSMUSG00000020190	Mknk2	0.16	0.11	0.295
1242	ENSMUSG00000040258	Nxph4	0.1	0.435	0.535
1243	ENSMUSG00000020230	Prmt2	0.21	0.2975	0.31
