Chromosome	Start	End	width	Strand	study
7	83794412	83794961	550	*	ATACseq
7	83882702	83883013	312	*	ATACseq
7	83883454	83884772	1319	*	ATACseq
7	83884925	83885028	104	*	ATACseq
7	83891710	83892533	824	*	ATACseq
7	83902809	83902925	117	*	ATACseq
7	83902996	83903236	241	*	ATACseq
7	83988683	83988790	108	*	ATACseq
7	84029248	84029350	103	*	ATACseq
7	84057447	84057584	138	*	ATACseq
7	84085135	84085447	313	*	ATACseq
7	84086288	84086789	502	*	ATACseq
7	84150960	84151186	227	*	ATACseq
7	84151291	84152302	1012	*	ATACseq
7	84184714	84184824	111	*	ATACseq
7	84248356	84248538	183	*	ATACseq
7	84272494	84272892	399	*	ATACseq
7	84360845	84361010	166	*	ATACseq
7	84401898	84402028	131	*	ATACseq
7	84409422	84410466	1045	*	ATACseq
7	84447245	84447363	119	*	ATACseq
7	84528769	84529428	660	*	ATACseq
7	84577229	84577337	109	*	ATACseq
7	84594615	84594898	284	*	ATACseq
7	84594949	84595068	120	*	ATACseq
7	84605598	84606792	1195	*	ATACseq
7	84679362	84679519	158	*	ATACseq
7	84689400	84690144	745	*	ATACseq
7	84749672	84750215	544	*	ATACseq
7	84778969	84779806	838	*	ATACseq
7	84954361	84954809	449	*	ATACseq
7	84981710	84981995	286	*	ATACseq
7	85104536	85104964	429	*	ATACseq
7	85342316	85342506	191	*	ATACseq
7	85387505	85387761	257	*	ATACseq
7	85433726	85433833	108	*	ATACseq
7	85542152	85542334	183	*	ATACseq
7	85543283	85543437	155	*	ATACseq
7	85847318	85847439	122	*	ATACseq
7	86012585	86012716	132	*	ATACseq
7	86152631	86152758	128	*	ATACseq
7	86267577	86267749	173	*	ATACseq
7	86342707	86343363	657	*	ATACseq
7	86348738	86348915	178	*	ATACseq
7	86385775	86386027	253	*	ATACseq
7	86512117	86512280	164	*	ATACseq
7	86560660	86560862	203	*	ATACseq
7	86611225	86611394	170	*	ATACseq
7	86637001	86637151	151	*	ATACseq
7	86775545	86775955	411	*	ATACseq
7	86815402	86815590	189	*	ATACseq
7	86815836	86815939	104	*	ATACseq
7	86975992	86976211	220	*	ATACseq
7	87006307	87006438	132	*	ATACseq
7	87096621	87096759	139	*	ATACseq
7	87101004	87101181	178	*	ATACseq
7	87101266	87101523	258	*	ATACseq
7	87246409	87247138	730	*	ATACseq
7	87338349	87338588	240	*	ATACseq
7	87411537	87411665	129	*	ATACseq
7	87415632	87415880	249	*	ATACseq
7	87494458	87494677	220	*	ATACseq
7	87528238	87528478	241	*	ATACseq
7	87584112	87584634	523	*	ATACseq
7	87916141	87916340	200	*	ATACseq
7	87924337	87924493	157	*	ATACseq
7	88000740	88000893	154	*	ATACseq
7	88001051	88001288	238	*	ATACseq
7	88097862	88097964	103	*	ATACseq
7	88130030	88130861	832	*	ATACseq
7	88277764	88278410	647	*	ATACseq
7	88429960	88430628	669	*	ATACseq
7	88503247	88503727	481	*	ATACseq
7	88719432	88719701	270	*	ATACseq
7	88830309	88830413	105	*	ATACseq
7	89126540	89126784	245	*	ATACseq
7	89252913	89253014	102	*	ATACseq
7	89308393	89308537	145	*	ATACseq
7	89317443	89317631	189	*	ATACseq
7	89338267	89339086	820	*	ATACseq
7	89367736	89367882	147	*	ATACseq
7	89403489	89404949	1461	*	ATACseq
7	89477541	89477836	296	*	ATACseq
7	89500086	89500339	254	*	ATACseq
7	89517189	89518229	1041	*	ATACseq
7	89632534	89633207	674	*	ATACseq
7	89698348	89698693	346	*	ATACseq
7	89758936	89759252	317	*	ATACseq
7	89773634	89773911	278	*	ATACseq
7	89786108	89786215	108	*	ATACseq
7	89828919	89829468	550	*	ATACseq
7	89852502	89852633	132	*	ATACseq
7	89883710	89883862	153	*	ATACseq
7	89891646	89891975	330	*	ATACseq
7	89903557	89903674	118	*	ATACseq
7	89940825	89941362	538	*	ATACseq
7	89951249	89951446	198	*	ATACseq
7	89951582	89951760	179	*	ATACseq
7	89957146	89957588	443	*	ATACseq
7	89975635	89975904	270	*	ATACseq
7	89980306	89981193	888	*	ATACseq
7	89998462	89998844	383	*	ATACseq
7	90007249	90007541	293	*	ATACseq
7	90017070	90017303	234	*	ATACseq
7	90023175	90023360	186	*	ATACseq
7	90029342	90029553	212	*	ATACseq
7	90041664	90041848	185	*	ATACseq
7	90129695	90130766	1072	*	ATACseq
7	90167786	90168030	245	*	ATACseq
7	90265404	90265856	453	*	ATACseq
7	90280630	90280927	298	*	ATACseq
7	90302235	90302825	591	*	ATACseq
7	90303063	90303283	221	*	ATACseq
7	90341754	90342015	262	*	ATACseq
7	90426346	90427199	854	*	ATACseq
7	90442612	90443652	1041	*	ATACseq
7	90443851	90444032	182	*	ATACseq
7	90457062	90457512	451	*	ATACseq
7	90457586	90457747	162	*	ATACseq
7	90460422	90460816	395	*	ATACseq
7	90475918	90476536	619	*	ATACseq
7	90539471	90539592	122	*	ATACseq
7	90540989	90541296	308	*	ATACseq
7	90569138	90569498	361	*	ATACseq
7	90722670	90722770	101	*	ATACseq
7	90734132	90734291	160	*	ATACseq
7	90750963	90751145	183	*	ATACseq
7	90788089	90788268	180	*	ATACseq
7	90836783	90836933	151	*	ATACseq
7	90843570	90843694	125	*	ATACseq
7	90876437	90877103	667	*	ATACseq
7	90886458	90886696	239	*	ATACseq
7	90886786	90887315	530	*	ATACseq
7	90887366	90887532	167	*	ATACseq
7	90975905	90976077	173	*	ATACseq
7	91090957	91091219	263	*	ATACseq
7	91091322	91091648	327	*	ATACseq
7	91262055	91262512	458	*	ATACseq
7	91262734	91263121	388	*	ATACseq
7	91311242	91311375	134	*	ATACseq
7	91354939	91355101	163	*	ATACseq
7	91457390	91457579	190	*	ATACseq
7	91542634	91543143	510	*	ATACseq
7	91672704	91672880	177	*	ATACseq
7	91736167	91736673	507	*	ATACseq
7	91863151	91863328	178	*	ATACseq
7	92002340	92002482	143	*	ATACseq
7	92561050	92561949	900	*	ATACseq
7	92580601	92580748	148	*	ATACseq
7	92636546	92637471	926	*	ATACseq
7	92669808	92670480	673	*	ATACseq
7	92741218	92741985	768	*	ATACseq
7	92777337	92777471	135	*	ATACseq
7	92806715	92807054	340	*	ATACseq
7	92874161	92875529	1369	*	ATACseq
7	92897140	92897459	320	*	ATACseq
7	92903772	92903882	111	*	ATACseq
7	92916616	92917357	742	*	ATACseq
7	93050611	93050808	198	*	ATACseq
7	93079805	93081213	1409	*	ATACseq
7	93095320	93095824	505	*	ATACseq
7	93137292	93137460	169	*	ATACseq
7	93147238	93147541	304	*	ATACseq
7	93151516	93151640	125	*	ATACseq
7	93254517	93254620	104	*	ATACseq
7	93312798	93312973	176	*	ATACseq
7	94042608	94043062	455	*	ATACseq
7	94212475	94212613	139	*	ATACseq
7	94439869	94439994	126	*	ATACseq
7	94552332	94552481	150	*	ATACseq
7	94587801	94588089	289	*	ATACseq
7	94644710	94645149	440	*	ATACseq
7	94821633	94821825	193	*	ATACseq
7	95293145	95293279	135	*	ATACseq
7	95332064	95332199	136	*	ATACseq
7	95355061	95355195	135	*	ATACseq
7	95480388	95480909	522	*	ATACseq
7	95688332	95688558	227	*	ATACseq
7	95810443	95810571	129	*	ATACseq
7	95913032	95913135	104	*	ATACseq
7	95913405	95913521	117	*	ATACseq
7	95991600	95991725	126	*	ATACseq
7	96061807	96062045	239	*	ATACseq
7	96090150	96090296	147	*	ATACseq
7	96152963	96153318	356	*	ATACseq
7	96169000	96169224	225	*	ATACseq
7	96204823	96205263	441	*	ATACseq
7	96210903	96211012	110	*	ATACseq
7	96212823	96213307	485	*	ATACseq
7	96213402	96213649	248	*	ATACseq
7	96399436	96399561	126	*	ATACseq
7	96494201	96494371	171	*	ATACseq
7	96522132	96522233	102	*	ATACseq
7	96554616	96554790	175	*	ATACseq
7	96563579	96563926	348	*	ATACseq
7	96643825	96644311	487	*	ATACseq
7	96655205	96655566	362	*	ATACseq
7	96672831	96673120	290	*	ATACseq
7	96797180	96797456	277	*	ATACseq
7	96816851	96817379	529	*	ATACseq
7	96890121	96890525	405	*	ATACseq
7	96928256	96928363	108	*	ATACseq
7	96951338	96951946	609	*	ATACseq
7	96984150	96984301	152	*	ATACseq
7	96987029	96987334	306	*	ATACseq
7	97081323	97082238	916	*	ATACseq
7	97082526	97082692	167	*	ATACseq
7	97082909	97083076	168	*	ATACseq
7	97325276	97325907	632	*	ATACseq
7	97331871	97332823	953	*	ATACseq
7	97350683	97350876	194	*	ATACseq
7	97361611	97361736	126	*	ATACseq
7	97371511	97372060	550	*	ATACseq
7	97400071	97400355	285	*	ATACseq
7	97417389	97417861	473	*	ATACseq
7	97453224	97453586	363	*	ATACseq
7	97480842	97481294	453	*	ATACseq
7	97579383	97580249	867	*	ATACseq
7	97580956	97581084	129	*	ATACseq
7	97590619	97590737	119	*	ATACseq
7	97591425	97591730	306	*	ATACseq
7	97696052	97696962	911	*	ATACseq
7	97719147	97719342	196	*	ATACseq
7	97737588	97738398	811	*	ATACseq
7	97749037	97749413	377	*	ATACseq
7	97757478	97757600	123	*	ATACseq
7	97788318	97789094	777	*	ATACseq
7	97799957	97800058	102	*	ATACseq
7	97804690	97804827	138	*	ATACseq
7	97842840	97843174	335	*	ATACseq
7	98079344	98079445	102	*	ATACseq
7	98102525	98102625	101	*	ATACseq
7	98120393	98120500	108	*	ATACseq
7	98171164	98171333	170	*	ATACseq
7	98177848	98178419	572	*	ATACseq
7	98193539	98194330	792	*	ATACseq
7	98309031	98309956	926	*	ATACseq
7	98360427	98360560	134	*	ATACseq
7	98361159	98361573	415	*	ATACseq
7	98423452	98423655	204	*	ATACseq
7	98447878	98447985	108	*	ATACseq
7	98489720	98490339	620	*	ATACseq
7	98655776	98656985	1210	*	ATACseq
7	98702691	98703633	943	*	ATACseq
7	98729643	98729991	349	*	ATACseq
7	98730105	98730260	156	*	ATACseq
7	98743269	98743601	333	*	ATACseq
7	98770408	98770686	279	*	ATACseq
7	98779079	98779187	109	*	ATACseq
7	98798036	98798228	193	*	ATACseq
7	98815090	98815558	469	*	ATACseq
7	98815754	98816086	333	*	ATACseq
7	98816163	98816504	342	*	ATACseq
7	98838889	98839028	140	*	ATACseq
7	98872783	98872901	119	*	ATACseq
7	98888005	98888110	106	*	ATACseq
7	98962664	98962900	237	*	ATACseq
7	99140816	99141547	732	*	ATACseq
7	99151443	99151638	196	*	ATACseq
7	99155553	99155735	183	*	ATACseq
7	99182495	99183245	751	*	ATACseq
7	99238426	99238639	214	*	ATACseq
7	99249800	99250016	217	*	ATACseq
7	99250605	99250844	240	*	ATACseq
7	99261903	99262055	153	*	ATACseq
7	99268019	99268470	452	*	ATACseq
7	99269179	99269451	273	*	ATACseq
7	99352144	99352288	145	*	ATACseq
7	99360233	99360442	210	*	ATACseq
7	99381032	99381919	888	*	ATACseq
7	99468150	99468272	123	*	ATACseq
7	99468510	99469064	555	*	ATACseq
7	99483416	99483797	382	*	ATACseq
7	99519163	99519330	168	*	ATACseq
7	99535027	99535727	701	*	ATACseq
7	99559188	99559340	153	*	ATACseq
7	99604399	99604538	140	*	ATACseq
7	99625811	99626277	467	*	ATACseq
7	99626349	99626524	176	*	ATACseq
7	99627109	99627233	125	*	ATACseq
7	99643544	99643797	254	*	ATACseq
7	99790918	99791045	128	*	ATACseq
7	99828101	99828452	352	*	ATACseq
7	99858847	99859142	296	*	ATACseq
7	99916957	99917096	140	*	ATACseq
7	99917260	99917481	222	*	ATACseq
7	99979696	99980064	369	*	ATACseq
7	99980225	99980509	285	*	ATACseq
7	100005875	100006213	339	*	ATACseq
7	100121053	100121706	654	*	ATACseq
7	100159205	100159880	676	*	ATACseq
7	100178390	100178727	338	*	ATACseq
7	100227257	100227712	456	*	ATACseq
7	100227969	100228091	123	*	ATACseq
7	100228267	100228381	115	*	ATACseq
7	100285231	100285729	499	*	ATACseq
7	100288237	100288458	222	*	ATACseq
7	100325743	100325923	181	*	ATACseq
7	100371545	100372329	785	*	ATACseq
7	100479959	100480146	188	*	ATACseq
7	100492938	100493665	728	*	ATACseq
7	100520798	100520914	117	*	ATACseq
7	100536865	100537236	372	*	ATACseq
7	100555502	100555862	361	*	ATACseq
7	100582865	100583206	342	*	ATACseq
7	100590999	100591647	649	*	ATACseq
7	100607301	100608162	862	*	ATACseq
7	100645384	100645563	180	*	ATACseq
7	100658173	100658386	214	*	ATACseq
7	100700008	100700144	137	*	ATACseq
7	100706253	100707165	913	*	ATACseq
7	100862947	100863618	672	*	ATACseq
7	100879843	100880051	209	*	ATACseq
7	100894501	100894818	318	*	ATACseq
7	100931720	100932880	1161	*	ATACseq
7	100938371	100938648	278	*	ATACseq
7	100943404	100943791	388	*	ATACseq
7	100967621	100967893	273	*	ATACseq
7	100974433	100974753	321	*	ATACseq
7	100998438	100998595	158	*	ATACseq
7	101011589	101012145	557	*	ATACseq
7	101051927	101052209	283	*	ATACseq
7	101108091	101108678	588	*	ATACseq
7	101108751	101109031	281	*	ATACseq
7	101296699	101296964	266	*	ATACseq
7	101301576	101302404	829	*	ATACseq
7	101310482	101310959	478	*	ATACseq
7	101320983	101321565	583	*	ATACseq
7	101348078	101348595	518	*	ATACseq
7	101354993	101355114	122	*	ATACseq
7	101385597	101385705	109	*	ATACseq
7	101394114	101394580	467	*	ATACseq
7	101412984	101413086	103	*	ATACseq
7	101450454	101451239	786	*	ATACseq
7	101500947	101501147	201	*	ATACseq
7	101501331	101501431	101	*	ATACseq
7	101541276	101541406	131	*	ATACseq
7	101663522	101664079	558	*	ATACseq
7	101673609	101673712	104	*	ATACseq
7	101679952	101680116	165	*	ATACseq
7	101684551	101684657	107	*	ATACseq
7	101817990	101818267	278	*	ATACseq
7	101821619	101822266	648	*	ATACseq
7	101838165	101838707	543	*	ATACseq
7	101866627	101867167	541	*	ATACseq
7	101869214	101869318	105	*	ATACseq
7	101896178	101896795	618	*	ATACseq
7	101905567	101906200	634	*	ATACseq
7	101933765	101934215	451	*	ATACseq
7	101969838	101970470	633	*	ATACseq
7	101998655	101998759	105	*	ATACseq
7	102065110	102065485	376	*	ATACseq
7	102094682	102095187	506	*	ATACseq
7	102099855	102099987	133	*	ATACseq
7	102100058	102100535	478	*	ATACseq
7	102102694	102102851	158	*	ATACseq
7	102106835	102107416	582	*	ATACseq
7	102113317	102113630	314	*	ATACseq
7	102189494	102189659	166	*	ATACseq
7	102200984	102201314	331	*	ATACseq
7	102209703	102210766	1064	*	ATACseq
7	102222805	102223343	539	*	ATACseq
7	102249666	102250121	456	*	ATACseq
7	102250484	102250984	501	*	ATACseq
7	102266936	102268391	1456	*	ATACseq
7	102289415	102289646	232	*	ATACseq
7	102289717	102289929	213	*	ATACseq
7	102426239	102426491	253	*	ATACseq
7	102427023	102427127	105	*	ATACseq
7	102441626	102442233	608	*	ATACseq
7	102467507	102467723	217	*	ATACseq
7	102477397	102477574	178	*	ATACseq
7	102484752	102484875	124	*	ATACseq
7	102484983	102485150	168	*	ATACseq
7	102494258	102494540	283	*	ATACseq
7	102494677	102494793	117	*	ATACseq
7	102506774	102507107	334	*	ATACseq
7	102512849	102513342	494	*	ATACseq
7	102565245	102565822	578	*	ATACseq
7	102620333	102620926	594	*	ATACseq
7	102678348	102678538	191	*	ATACseq
7	102686956	102687448	493	*	ATACseq
7	102714043	102714263	221	*	ATACseq
7	102724069	102724272	204	*	ATACseq
7	102738484	102738600	117	*	ATACseq
7	103201485	103202044	560	*	ATACseq
7	103397842	103398056	215	*	ATACseq
7	103399168	103399287	120	*	ATACseq
7	103751024	103751145	122	*	ATACseq
7	103861044	103861347	304	*	ATACseq
7	103913123	103913240	118	*	ATACseq
7	103966845	103967164	320	*	ATACseq
7	104034086	104034255	170	*	ATACseq
7	104199963	104200080	118	*	ATACseq
7	104218101	104218203	103	*	ATACseq
7	104218744	104219418	675	*	ATACseq
7	104231157	104231391	235	*	ATACseq
7	104243707	104243848	142	*	ATACseq
7	104244285	104244607	323	*	ATACseq
7	104352946	104353622	677	*	ATACseq
7	104370217	104370420	204	*	ATACseq
7	104418751	104418859	109	*	ATACseq
7	104446030	104446152	123	*	ATACseq
7	104446388	104446604	217	*	ATACseq
7	104466572	104466677	106	*	ATACseq
7	104646927	104647399	473	*	ATACseq
7	104720979	104721625	647	*	ATACseq
7	104743539	104743667	129	*	ATACseq
7	104772863	104773022	160	*	ATACseq
7	104833315	104833665	351	*	ATACseq
7	104949906	104950348	443	*	ATACseq
7	105226350	105226456	107	*	ATACseq
7	105263007	105263562	556	*	ATACseq
7	105300180	105300298	119	*	ATACseq
7	105350168	105350288	121	*	ATACseq
7	105399602	105400718	1117	*	ATACseq
7	105412878	105413260	383	*	ATACseq
7	105425316	105425454	139	*	ATACseq
7	105425519	105426262	744	*	ATACseq
7	105434936	105435221	286	*	ATACseq
7	105481091	105481226	136	*	ATACseq
7	105481566	105482378	813	*	ATACseq
7	105515191	105515338	148	*	ATACseq
7	105554169	105554646	478	*	ATACseq
7	105568862	105569401	540	*	ATACseq
7	105580936	105581629	694	*	ATACseq
7	105590238	105590342	105	*	ATACseq
7	105603245	105603670	426	*	ATACseq
7	105618946	105619048	103	*	ATACseq
7	105633108	105633917	810	*	ATACseq
7	105640111	105640932	822	*	ATACseq
7	105650547	105651425	879	*	ATACseq
7	105685510	105686031	522	*	ATACseq
7	105715525	105715628	104	*	ATACseq
7	105720534	105720690	157	*	ATACseq
7	105726558	105726809	252	*	ATACseq
7	105736266	105737049	784	*	ATACseq
7	105743934	105744613	680	*	ATACseq
7	105752058	105752315	258	*	ATACseq
7	105762013	105762529	517	*	ATACseq
7	105762808	105762978	171	*	ATACseq
7	105778065	105778203	139	*	ATACseq
7	105787263	105787939	677	*	ATACseq
7	105810766	105811390	625	*	ATACseq
7	106553067	106553243	177	*	ATACseq
7	106568320	106568472	153	*	ATACseq
7	106645514	106645632	119	*	ATACseq
7	106726402	106726549	148	*	ATACseq
7	106745274	106745518	245	*	ATACseq
7	106745570	106746263	694	*	ATACseq
7	106761135	106761278	144	*	ATACseq
7	106829520	106829682	163	*	ATACseq
7	106984734	106985035	302	*	ATACseq
7	107021677	107021801	125	*	ATACseq
7	107201735	107202052	318	*	ATACseq
7	107209212	107209877	666	*	ATACseq
7	107210278	107210580	303	*	ATACseq
7	107236980	107237237	258	*	ATACseq
7	107339633	107339998	366	*	ATACseq
7	107370387	107371680	1294	*	ATACseq
7	107535079	107535488	410	*	ATACseq
7	107553182	107553658	477	*	ATACseq
7	107594445	107595635	1191	*	ATACseq
7	107618242	107618420	179	*	ATACseq
7	107680307	107680417	111	*	ATACseq
7	107708668	107709053	386	*	ATACseq
7	107747945	107748214	270	*	ATACseq
7	107757689	107758320	632	*	ATACseq
7	107770808	107771061	254	*	ATACseq
7	107771161	107771596	436	*	ATACseq
7	107831283	107831398	116	*	ATACseq
7	107854257	107854377	121	*	ATACseq
7	107951434	107951941	508	*	ATACseq
7	108026771	108026911	141	*	ATACseq
7	108120804	108121168	365	*	ATACseq
7	108141992	108142097	106	*	ATACseq
7	108142480	108142581	102	*	ATACseq
7	108142646	108142768	123	*	ATACseq
7	108196424	108196613	190	*	ATACseq
7	108352395	108352536	142	*	ATACseq
7	108530360	108530519	160	*	ATACseq
7	108542548	108542948	401	*	ATACseq
7	108616877	108617119	243	*	ATACseq
7	108662493	108662601	109	*	ATACseq
7	108662708	108663298	591	*	ATACseq
7	108678846	108678966	121	*	ATACseq
7	108679056	108679165	110	*	ATACseq
7	108745683	108745829	147	*	ATACseq
7	108760491	108760644	154	*	ATACseq
7	108925536	108925773	238	*	ATACseq
7	108934202	108934666	465	*	ATACseq
7	108943952	108944159	208	*	ATACseq
7	108950479	108951322	844	*	ATACseq
7	108966948	108967145	198	*	ATACseq
7	108972196	108972308	113	*	ATACseq
7	108990455	108990643	189	*	ATACseq
7	108991066	108991479	414	*	ATACseq
7	109000391	109000515	125	*	ATACseq
7	109010678	109011525	848	*	ATACseq
7	109021568	109021695	128	*	ATACseq
7	109082973	109083449	477	*	ATACseq
7	109098627	109098959	333	*	ATACseq
7	109139562	109139671	110	*	ATACseq
7	109154770	109154874	105	*	ATACseq
7	109169479	109169978	500	*	ATACseq
7	109170157	109170397	241	*	ATACseq
7	109174750	109175257	508	*	ATACseq
7	109192051	109192215	165	*	ATACseq
7	109218305	109218623	319	*	ATACseq
7	109230238	109230504	267	*	ATACseq
7	109230627	109230981	355	*	ATACseq
7	109241557	109242053	497	*	ATACseq
7	109255578	109255904	327	*	ATACseq
7	109381155	109381260	106	*	ATACseq
7	109424803	109424978	176	*	ATACseq
7	109438799	109439357	559	*	ATACseq
7	109493831	109494145	315	*	ATACseq
7	109507285	109507805	521	*	ATACseq
7	109518804	109519435	632	*	ATACseq
7	109528433	109528607	175	*	ATACseq
7	109609926	109610479	554	*	ATACseq
7	109616234	109616807	574	*	ATACseq
7	109616918	109617066	149	*	ATACseq
7	109649043	109649258	216	*	ATACseq
7	109649318	109649571	254	*	ATACseq
7	109671650	109672069	420	*	ATACseq
7	109694861	109695197	337	*	ATACseq
7	109695347	109695474	128	*	ATACseq
7	109703351	109704168	818	*	ATACseq
7	109751994	109752818	825	*	ATACseq
7	109781191	109782106	916	*	ATACseq
7	109865458	109865902	445	*	ATACseq
7	109879163	109879292	130	*	ATACseq
7	109960016	109960752	737	*	ATACseq
7	109986000	109986539	540	*	ATACseq
7	110003213	110003399	187	*	ATACseq
7	110018194	110019082	889	*	ATACseq
7	110061091	110062118	1028	*	ATACseq
7	110121595	110122288	694	*	ATACseq
7	110122694	110122830	137	*	ATACseq
7	110164302	110164749	448	*	ATACseq
7	110164803	110165206	404	*	ATACseq
7	110181577	110181706	130	*	ATACseq
7	110221425	110222221	797	*	ATACseq
7	110273707	110273808	102	*	ATACseq
7	110289639	110289956	318	*	ATACseq
7	110614191	110615064	874	*	ATACseq
7	110627275	110627512	238	*	ATACseq
7	110630432	110630796	365	*	ATACseq
7	110645432	110645549	118	*	ATACseq
7	110708008	110708205	198	*	ATACseq
7	110740347	110740462	116	*	ATACseq
7	110768496	110768997	502	*	ATACseq
7	110843974	110844531	558	*	ATACseq
7	110920935	110921090	156	*	ATACseq
7	111024190	111024339	150	*	ATACseq
7	111028710	111029140	431	*	ATACseq
7	111049808	111050117	310	*	ATACseq
7	111082118	111082696	579	*	ATACseq
7	111082747	111083459	713	*	ATACseq
7	111122093	111122979	887	*	ATACseq
7	111779680	111780490	811	*	ATACseq
7	111911085	111911548	464	*	ATACseq
7	112022993	112023975	983	*	ATACseq
7	112110819	112110943	125	*	ATACseq
7	112158949	112159393	445	*	ATACseq
7	112180275	112180388	114	*	ATACseq
7	112183342	112183533	192	*	ATACseq
7	112213301	112213485	185	*	ATACseq
7	112216778	112216929	152	*	ATACseq
7	112225639	112226097	459	*	ATACseq
7	112417003	112417237	235	*	ATACseq
7	112427799	112428108	310	*	ATACseq
7	112428308	112428444	137	*	ATACseq
7	112502908	112503262	355	*	ATACseq
7	112503618	112503747	130	*	ATACseq
7	112572600	112572705	106	*	ATACseq
7	112656323	112656502	180	*	ATACseq
7	112678957	112680039	1083	*	ATACseq
7	112690723	112691021	299	*	ATACseq
7	112691580	112691756	177	*	ATACseq
7	112743772	112743902	131	*	ATACseq
7	112823729	112823970	242	*	ATACseq
7	112842020	112842219	200	*	ATACseq
7	112854739	112854870	132	*	ATACseq
7	112954280	112954547	268	*	ATACseq
7	112955004	112955546	543	*	ATACseq
7	112985597	112985711	115	*	ATACseq
7	113048551	113048693	143	*	ATACseq
7	113142264	113142391	128	*	ATACseq
7	113167164	113167321	158	*	ATACseq
7	113186236	113186606	371	*	ATACseq
7	113206952	113207758	807	*	ATACseq
7	113250520	113250630	111	*	ATACseq
7	113250798	113250912	115	*	ATACseq
7	113255993	113256267	275	*	ATACseq
7	113260524	113260716	193	*	ATACseq
7	113262792	113263076	285	*	ATACseq
7	113295470	113295676	207	*	ATACseq
7	113369097	113369199	103	*	ATACseq
7	113369271	113370131	861	*	ATACseq
7	113377965	113378160	196	*	ATACseq
7	113513218	113514085	868	*	ATACseq
7	113650666	113650801	136	*	ATACseq
7	113653146	113653373	228	*	ATACseq
7	113765945	113766707	763	*	ATACseq
7	113774122	113774293	172	*	ATACseq
7	113826671	113826776	106	*	ATACseq
7	113902042	113902178	137	*	ATACseq
7	114033034	114033231	198	*	ATACseq
7	114066714	114067057	344	*	ATACseq
7	114083292	114083404	113	*	ATACseq
7	114104069	114104195	127	*	ATACseq
7	114116904	114117875	972	*	ATACseq
7	114141024	114141445	422	*	ATACseq
7	114254232	114254853	622	*	ATACseq
7	114275779	114276322	544	*	ATACseq
7	114276553	114276653	101	*	ATACseq
7	114291594	114291830	237	*	ATACseq
7	114414769	114416362	1594	*	ATACseq
7	114478941	114479224	284	*	ATACseq
7	114562627	114563301	675	*	ATACseq
7	114635710	114636399	690	*	ATACseq
7	114719693	114719885	193	*	ATACseq
7	114719969	114720190	222	*	ATACseq
7	114731938	114732150	213	*	ATACseq
7	114740323	114740800	478	*	ATACseq
7	114745661	114745902	242	*	ATACseq
7	114817143	114817356	214	*	ATACseq
7	114817478	114817807	330	*	ATACseq
7	114922132	114922241	110	*	ATACseq
7	115204912	115205038	127	*	ATACseq
7	115216891	115217251	361	*	ATACseq
7	115366830	115367060	231	*	ATACseq
7	115415209	115415588	380	*	ATACseq
7	115453444	115453844	401	*	ATACseq
7	115543586	115543815	230	*	ATACseq
7	115568915	115569190	276	*	ATACseq
7	115606426	115606654	229	*	ATACseq
7	115865827	115866152	326	*	ATACseq
7	116031937	116032088	152	*	ATACseq
7	116033758	116033934	177	*	ATACseq
7	116034416	116034747	332	*	ATACseq
7	116039620	116040447	828	*	ATACseq
7	116093098	116093684	587	*	ATACseq
7	116134674	116135020	347	*	ATACseq
7	116140360	116140489	130	*	ATACseq
7	116156645	116156946	302	*	ATACseq
7	116161742	116161966	225	*	ATACseq
7	116184768	116184919	152	*	ATACseq
7	116188308	116188522	215	*	ATACseq
7	116198782	116199093	312	*	ATACseq
7	116207017	116207194	178	*	ATACseq
7	116230828	116230962	135	*	ATACseq
7	116237448	116238056	609	*	ATACseq
7	116274598	116274708	111	*	ATACseq
7	116286910	116287171	262	*	ATACseq
7	116307259	116308737	1479	*	ATACseq
7	116323522	116323746	225	*	ATACseq
7	116333872	116334556	685	*	ATACseq
7	116387293	116387394	102	*	ATACseq
7	116443029	116444103	1075	*	ATACseq
7	116444318	116444561	244	*	ATACseq
7	116503975	116504754	780	*	ATACseq
7	116530959	116531686	728	*	ATACseq
7	116574701	116575118	418	*	ATACseq
7	116608464	116608579	116	*	ATACseq
7	116608694	116608915	222	*	ATACseq
7	116645257	116645427	171	*	ATACseq
7	116654421	116654607	187	*	ATACseq
7	116701547	116701835	289	*	ATACseq
7	116792155	116792718	564	*	ATACseq
7	116992494	116992690	197	*	ATACseq
7	117090858	117091076	219	*	ATACseq
7	117380428	117381386	959	*	ATACseq
7	117381478	117381708	231	*	ATACseq
7	117593662	117593981	320	*	ATACseq
7	117686186	117686322	137	*	ATACseq
7	117686534	117686733	200	*	ATACseq
7	118025854	118026140	287	*	ATACseq
7	118043117	118043510	394	*	ATACseq
7	118103023	118103251	229	*	ATACseq
7	118115896	118116301	406	*	ATACseq
7	118129260	118130042	783	*	ATACseq
7	118243401	118244260	860	*	ATACseq
7	118297050	118297285	236	*	ATACseq
7	118448568	118448880	313	*	ATACseq
7	118490120	118490293	174	*	ATACseq
7	118490857	118491019	163	*	ATACseq
7	118491335	118491501	167	*	ATACseq
7	118491847	118491983	137	*	ATACseq
7	118518793	118519190	398	*	ATACseq
7	118533008	118533424	417	*	ATACseq
7	118584493	118584837	345	*	ATACseq
7	118593589	118593691	103	*	ATACseq
7	118593927	118594207	281	*	ATACseq
7	118652770	118653006	237	*	ATACseq
